id,language,policy_excerpt,overall_compliance,overall_score,gap_count,domains_covered,GAP_PP_001,GAP_PP_002,GAP_PP_003,GAP_PP_004,GAP_PP_005,GAP_PP_006,GAP_PP_007,GAP_PP_008,GAP_RA_001,GAP_RA_002,GAP_RA_003,GAP_RA_004,GAP_RA_005,GAP_RA_006,GAP_RA_007,GAP_RA_008
pp_clean_ar_5_20260307130808,ar,"4.0 سياسة كلمات المرور
تحدد هذه السياسة المتطلبات الدنيا لإنشاء كلمات المرور، وإدارتها، وحمايتها لجميع أنظمة وتطبيقات الشركة. تهدف هذه السياسة إلى حماية معلومات الشركة الحساسة من الوصول غير المصرح به وضمان الامتثال لأفضل ممارسات الأمن السيبراني.

4.1 متطلبات كلمات المرور
4.1.1 إنشاء كلمات المرور
يجب أن تستوفي جميع كلمات المرور المستخدمة للوصول إلى أنظمة الشركة الداخلية والخارجية المعايير التالية:
*   الحد الأدنى للطول: 12 حرفًا.
*   التعقيد: يجب أن تتضمن كلمات المرور ثلاثة أنواع على الأقل من أربعة أنواع من الأحرف (أحرف كبيرة، أحرف صغيرة، أرقام، رموز خاصة).
*   الحظر: يُحظر استخدام المعلومات الشخصية (مثل الاسم أو تاريخ الميلاد) أو الكلمات الشائعة من القواميس.

4.1.2 دورة حياة كلمات المرور
*   انتهاء الصلاحية: يجب تغيير كلمات المرور بحد أقصى كل 90 يومًا.
*   تاريخ كلمات المرور: لا يمكن إعادة استخدام أي من كلمات المرور الـ 12 الأخيرة.

4.1.3 أمان الحساب
*   قفل الحساب: سيتم قفل الحساب تلقائيًا بعد 5 محاولات فاشلة متتالية لتسجيل الدخول.
*   مدة القفل: ستظل الحسابات مقفلة لمدة 30 دقيقة قبل أن يمكن محاولة تسجيل الدخول مرة أخرى.

4.2 المصادقة متعددة العوامل (MFA)
تعد المصادقة متعددة العوامل (MFA) إلزامية لجميع أشكال الوصول عن بُعد، والحسابات المميزة، وأنظمة الإدارة. تتضمن طرق المصادقة متعددة العوامل المعتمدة: مفاتيح الأمان FIDO2، والمصادقة المستندة إلى الوقت لمرة واحدة (TOTP)، والمقاييس الحيوية.

4.3 إدارة الوصول المميز (PAM)
يجب إدارة الوصول المميز من خلال حل PAM مخصص. يشمل ذلك توفير وصول Just-In-Time (JIT)، وتسجيل جلسات الوصول المميز، وتطبيق مبدأ الحد الأدنى من الامتيازات، واستخدام حسابات منفصلة للمسؤولين. يتم إجراء مراجعة ربع سنوية لحسابات الوصول المميز وتكوينات PAM بواسطة فريق أمن تكنولوجيا المعلومات.

4.4 تخزين كلمات المرور ونقلها
يجب تخزين كلمات المرور باستخدام خوارزميات تجزئة قوية ومحمية بملح (مثل Argon2 أو bcrypt أو scrypt). يُمنع تخزين كلمات المرور بنص واضح. يجب أن يتم نقل كلمات المرور عبر اتصالات مشفرة باستخدام TLS 1.2 أو إصدارات أحدث.

4.5 مراجعة السياسة
يجب مراجعة هذه السياسة بشكل ربع سنوي بواسطة كبير مسؤولي أمن المعلومات (CISO) للتأكد من فعاليتها، ومواكبتها للتهديدات الناشئة، وتحديثات المتطلبات التنظيمية.

4.6 الأدوار والمسؤوليات
*   **كبير مسؤولي أمن المعلومات (CISO):** الإشراف على تطوير السياسة والموافقة عليها.
*   **أمن تكنولوجيا المعلومات:** تنفيذ السياسة، فرضها، ومراقبة الامتثال.
*   **الموارد البشرية:** ضمان توعية الموظفين بالسياسة والتعامل مع المخالفات التأديبية.
*   **الموظفون:** الالتزام بجميع بنود هذه السياسة والإبلاغ عن أي حوادث أمنية.",compliant,1.0,0,password_policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pp_clean_ar_6_20260307130841,ar,"**5.1 سياسة كلمات المرور والمصادقة**

تحدد هذه السياسة المتطلبات الدنيا لكلمات المرور والمصادقة لجميع أنظمة وخدمات [اسم المنظمة]، لضمان حماية بيانات المرضى والأنظمة الحيوية عبر عملياتنا المتعددة الجنسيات.

**5.1.1 متطلبات تعقيد كلمات المرور**
يجب أن تلتزم جميع كلمات المرور بالمعايير التالية:
*   لا يقل طولها عن اثني عشر (12) حرفًا.
*   تتضمن ثلاثة (3) أنواع على الأقل من الفئات الأربع التالية: أحرف كبيرة (A-Z)، أحرف صغيرة (a-z)، أرقام (0-9)، ورموز خاصة (!@#$%^&*).
*   يجب ألا تتضمن كلمات قواميس أو معلومات شخصية يمكن تخمينها بسهولة (مثل تواريخ الميلاد، أسماء المستخدمين، أسماء أفراد العائلة).

**5.1.2 انتهاء صلاحية كلمات المرور وإعادة الاستخدام**
*   يجب تغيير جميع كلمات المرور بحد أقصى كل تسعين (90) يومًا.
*   لا يمكن إعادة استخدام أي من كلمات المرور الاثني عشر (12) الأخيرة في أي وقت.

**5.1.3 سياسة قفل الحساب**
*   سيتم قفل الحساب تلقائيًا بعد خمس (5) محاولات تسجيل دخول فاشلة متتالية.
*   تظل الحسابات مقفلة لمدة ثلاثين (30) دقيقة قبل أن تتمكن من المحاولة مرة أخرى. يمكن للمستخدمين الاتصال بدعم تكنولوجيا المعلومات لإعادة الضبط الفوري للحساب المقفل.

**5.1.4 المصادقة متعددة العوامل (MFA)**
المصادقة متعددة العوامل (MFA) إلزامية لجميع عمليات الوصول عن بعد، والحسابات ذات الامتيازات، وأنظمة الإدارة. يجب استخدام طرق المصادقة متعددة العوامل المعتمدة فقط، والتي تشمل FIDO2، و TOTP (كلمة المرور لمرة واحدة المستندة إلى الوقت)، والقياسات الحيوية (حيثما يتم دعمها بواسطة البنية التحتية المعتمدة).

**5.1.5 إدارة الوصول المميز (PAM)**
يجب إدارة جميع الحسابات ذات الامتيازات من خلال حل إدارة الوصول المميز (PAM) مع توفير الوصول في الوقت المناسب (JIT). يجب تسجيل جلسات الوصول المميز ومراجعتها بانتظام. يجب أن تلتزم الحسابات بمبدأ الحد الأدنى من الامتيازات، ويجب استخدام حسابات منفصلة للمهام الإدارية وغير الإدارية. يجب مراجعة امتيازات الوصول ربع سنويًا.

**5.1.6 تخزين ونقل كلمات المرور**
يجب تخزين كلمات المرور بصيغة مجزأة (hashed) باستخدام خوارزميات آمنة ومقاومة لهجمات القوة الغاشمة مثل Argon2 أو bcrypt أو scrypt، مع استخدام الملح (salt) الفريد لكل كلمة مرور. يجب أن يتم نقل كلمات المرور عبر قنوات مشفرة باستخدام TLS 1.2 أو أحدث. يمنع منعًا باتًا تخزين كلمات المرور بنص واضح (plaintext) في أي نظام أو وثيقة.

**5.1.7 المراجعة الدورية للسياسة**
يجب أن يراجع مسؤول أمن المعلومات (CISO) هذه السياسة ربع سنويًا (كل ثلاثة أشهر) لضمان فعاليتها المستمرة، ومعالجة التهديدات الناشئة، وتحديثها بما يتماشى مع التطورات التكنولوجية والتغييرات التنظيمية ومتطلبات الامتثال لقطاع الرعاية الصحية.

**5.1.8 الأدوار والمسؤوليات**
*   **مسؤول أمن المعلومات (CISO):** مسؤول عن صياغة هذه السياسة وتحديثها والإشراف على تنفيذها.
*   **فريق أمن تكنولوجيا المعلومات:** مسؤول عن تنفيذ الضوابط الفنية المحددة في هذه السياسة والمراقبة والتحقيق في الانتهاكات.
*   **إدارة الموارد البشرية:** مسؤولة عن دمج هذه السياسة في التوجيهات التدريبية للموظفين ومعالجة الانتهاكات التأديبية.
*   **جميع الموظفين:** يتحمل جميع الموظفين مسؤولية فهم هذه السياسة والامتثال لها وحماية بيانات الاعتماد الخاصة بهم.",compliant,1.0,0,password_policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pp_clean_ar_7_20260307130913,ar,"**3.2 سياسة كلمات المرور**

تحدد هذه السياسة المتطلبات الدنيا لكلمات المرور وتدابير حماية المصادقة لجميع أنظمة وتطبيقات شركة [اسم الشركة]. الهدف هو ضمان حماية قوية لحسابات المستخدمين وتقليل مخاطر الوصول غير المصرح به.

**3.2.1 متطلبات تعقيد كلمات المرور**
يجب أن تتكون كلمات المرور من 12 حرفًا على الأقل، وتشمل ثلاثة على الأقل من الفئات الأربع التالية: أحرف كبيرة (A-Z)، أحرف صغيرة (a-z)، أرقام (0-9)، ورموز خاصة (!@#$%^&*). يُحظر استخدام المعلومات الشخصية (مثل الأسماء أو تواريخ الميلاد) أو الكلمات الشائعة من القواميس أو الأنماط المتسلسلة (مثل ""123456"" أو ""qwerty"").

**3.2.2 انتهاء صلاحية كلمات المرور وإعادة استخدامها**
تنتهي صلاحية كلمات المرور الخاصة بالمستخدمين كل 90 يومًا كحد أقصى. يجب على المستخدمين تغيير كلمات المرور الخاصة بهم قبل تاريخ انتهاء الصلاحية. لا يجوز إعادة استخدام أي من آخر 12 كلمة مرور تم استخدامها بواسطة المستخدم.

**3.2.3 سياسة قفل الحساب**
للحماية من هجمات التخمين والتجريب، سيتم قفل حساب المستخدم تلقائيًا بعد 5 محاولات فاشلة متتالية لتسجيل الدخول. تستمر فترة القفل لمدة 30 دقيقة، وبعدها يمكن للمستخدم إعادة محاولة تسجيل الدخول أو الاتصال بدعم تكنولوجيا المعلومات للمساعدة.

**3.2.4 المصادقة متعددة العوامل (MFA)**
المصادقة متعددة العوامل (MFA) إلزامية لجميع عمليات الوصول عن بعد إلى شبكة وأنظمة الشركة، ولحسابات الامتياز (Privileged Accounts)، ولأنظمة الإدارة الحرجة. يجب استخدام طرق المصادقة المعتمدة فقط، مثل FIDO2، أو رموز الوقت لمرة واحدة (TOTP)، أو المصادقة البيومترية.

**3.2.5 إدارة الوصول المميز (PAM)**
يجب أن تتم إدارة الوصول المميز من خلال حل PAM مركزي يوفر وصولاً في الوقت المناسب (JIT) بناءً على الحاجة. يتضمن ذلك تسجيل جلسات العمل، وتطبيق مبدأ الحد الأدنى من الامتيازات (Least Privilege)، واستخدام حسابات منفصلة للمهام الإدارية. تتم مراجعة وتدقيق هذه الامتيازات ربع سنوية من قبل فريق أمن تكنولوجيا المعلومات.

**3.2.6 تخزين ونقل كلمات المرور**
يجب تخزين كلمات المرور بطريقة مشفرة باستخدام خوارزميات تجزئة قوية مثل Argon2 أو bcrypt أو scrypt، مع استخدام الملح (salt) بشكل فريد لكل كلمة مرور. يُحظر تخزين كلمات المرور بنص واضح بأي شكل من الأشكال. يجب أن يتم نقل كلمات المرور عبر قنوات آمنة مشفرة باستخدام TLS 1.2 أو إصدارات أحدث.

**3.2.7 الأدوار والمسؤوليات والمراجعة**
كبير مسؤولي أمن المعلومات (CISO) هو المالك الرئيسي لهذه السياسة ومسؤول عن الموافقة على أي تغييرات. يتولى فريق أمن تكنولوجيا المعلومات مسؤولية تنفيذ السياسة ومراقبتها وفرضها. يجب على الموارد البشرية (HR) توصيل السياسة للموظفين الجدد والتعاون مع تكنولوجيا المعلومات في حالات عدم الامتثال. يتحمل كل موظف مسؤولية الالتزام بجميع بنود هذه السياسة والإبلاغ عن أي نشاط مشبوه. يجب مراجعة هذه السياسة ربع سنوية من قبل كبير مسؤولي أمن المعلومات (CISO) لتغطية مدى فعاليتها، والتهديدات الناشئة، والتحديثات التنظيمية.",compliant,1.0,0,password_policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pp_clean_ar_8_20260307130944,ar,"**3.0 سياسة إدارة المصادقة وكلمات المرور**

**3.1 سياسة كلمات المرور**

**3.1.1 متطلبات تعقيد كلمة المرور**
يجب أن تفي جميع كلمات المرور بالحد الأدنى من المتطلبات التالية:
*   الحد الأدنى 12 حرفًا.
*   احتواء 3 أنواع على الأقل من 4 أنواع من الأحرف: أحرف كبيرة (A-Z)، أحرف صغيرة (a-z)، أرقام (0-9)، أحرف خاصة (!@#$%^&*).
*   عدم استخدام معلومات شخصية (مثل الاسم، تاريخ الميلاد، اسم الشركة، أرقام هواتف معروفة).
*   عدم استخدام كلمات قاموسية معروفة أو سلاسل أحرف متسلسلة شائعة.

**3.1.2 انتهاء صلاحية كلمة المرور وسجلها**
*   يجب تغيير كلمات المرور بحد أقصى كل 90 يومًا.
*   لا يمكن إعادة استخدام أي من آخر 12 كلمة مرور سابقة استخدمها المستخدم.

**3.1.3 سياسة قفل الحساب**
*   سيتم قفل حسابات المستخدمين تلقائيًا بعد 5 محاولات فاشلة متتالية لتسجيل الدخول.
*   مدة قفل الحساب هي 30 دقيقة، وبعدها يمكن للمستخدم المحاولة مرة أخرى أو الاتصال بالدعم الفني لإعادة تعيين الحساب.

**3.2 المصادقة متعددة العوامل (MFA)**
المصادقة متعددة العوامل إلزامية لجميع:
*   عمليات الوصول عن بعد إلى أنظمة الشركة وشبكتها.
*   الحسابات ذات الامتيازات (مثل حسابات المسؤول).
*   أنظمة الإدارة والتحكم والبوابات السحابية.
تشمل طرق المصادقة متعددة العوامل المعتمدة: مفاتيح الأمان المتوافقة مع FIDO2، كلمات المرور لمرة واحدة المستندة إلى الوقت (TOTP)، وطرق القياسات الحيوية المعتمدة من قبل قسم أمن تكنولوجيا المعلومات.

**3.3 إدارة الوصول المميز (PAM)**
*   يجب تنفيذ حلول إدارة الوصول المميز (PAM) لجميع الحسابات ذات الامتيازات عبر بيئات تكنولوجيا المعلومات والتشغيل.
*   يجب أن تتضمن حلول PAM الوصول في الوقت المناسب (JIT)، وتسجيل الجلسات الكامل، وتطبيق صارم لمبدأ الحد الأدنى من الامتيازات.
*   يجب استخدام حسابات إدارية منفصلة تمامًا عن حسابات المستخدمين اليومية.
*   يجب مراجعة الوصول المميز وتعديلاته ربع سنويًا لضمان الامتثال والدقة.

**3.4 تخزين كلمات المرور ونقلها**
*   يجب تخزين كلمات المرور المجزأة (hashed) باستخدام خوارزميات قوية ومعترف بها في الصناعة مثل Argon2 أو bcrypt أو scrypt، مع إضافة ""ملح"" (salt) فريد لكل كلمة مرور.
*   يجب ألا يتم تخزين كلمات المرور بنصها الواضح تحت أي ظرف من الظروف.
*   يجب نقل كلمات المرور عبر قنوات مشفرة آمنة فقط باستخدام بروتوكول TLS 1.2 أو أحدث.

**3.5 مراجعة وتحديث السياسة**
*   سيتم مراجعة هذه السياسة ربع سنويًا بواسطة رئيس أمن المعلومات (CISO) بالتعاون مع فرق أمن تكنولوجيا المعلومات.
*   ستشمل المراجعة تقييم فعالية السياسة، التهديدات السيبرانية الناشئة، وتحديثات اللوائح التنظيمية ذات الصلة.

**3.6 الأدوار والمسؤوليات**
*   **رئيس أمن المعلومات (CISO):** مسؤول عن الإشراف على تطوير السياسة وتطبيقها ومراجعتها واعتمادها.
*   **أمن تكنولوجيا المعلومات:** مسؤول عن تنفيذ الضوابط التقنية للسياسة ومراقبة الامتثال والتحقيق في الانتهاكات.
*   **الموارد البشرية:** مسؤولة عن دمج متطلبات السياسة في برامج التوظيف والتدريب والتوعية للموظفين.
*   **الموظفون:** مسؤولون عن الامتثال لجميع متطلبات سياسة كلمات المرور والمصادقة، والإبلاغ عن أي حوادث أمنية.",compliant,1.0,0,password_policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pp_clean_ar_9_20260307131017,ar,"**9.0 سياسة كلمات المرور والمصادقة**

تحدد هذه السياسة المتطلبات القياسية لإنشاء كلمات مرور آمنة، وإدارتها، والمصادقة على الهوية لجميع المستخدمين والأنظمة داخل [اسم المنظمة]، لضمان حماية المعلومات الحساسة والأنظمة الحيوية.

**9.1 متطلبات كلمة المرور**

**9.1.1 تكوين كلمة المرور:** يجب أن تلتزم كلمات المرور بالمعايير التالية:
*   **الحد الأدنى للطول:** 12 حرفًا.
*   **التعقيد:** يجب أن تتضمن ثلاثة على الأقل من الفئات الأربع التالية: أحرف كبيرة (A-Z)، أحرف صغيرة (a-z)، أرقام (0-9)، ورموز خاصة (!@#$%^&*).
*   **الحظر:** يمنع استخدام المعلومات الشخصية (مثل الأسماء أو تواريخ الميلاد) أو كلمات القاموس الشائعة أو المتسلسلات الرقمية/الأبجدية المتوقعة.

**9.1.2 صلاحية كلمة المرور وتاريخها:**
*   **انتهاء الصلاحية:** يجب تغيير كلمات المرور بحد أقصى كل 90 يومًا.
*   **تاريخ إعادة الاستخدام:** لا يمكن إعادة استخدام أي من آخر 12 كلمة مرور تم استخدامها بواسطة المستخدم.

**9.1.3 قفل الحساب:**
*   سيتم قفل حساب المستخدم تلقائيًا بعد 5 محاولات فاشلة متتالية لتسجيل الدخول.
*   **مدة القفل:** يبقى الحساب مقفلاً لمدة 30 دقيقة، أو حتى يتم إلغاء قفله يدويًا بواسطة موظفي أمن تكنولوجيا المعلومات.

**9.2 المصادقة متعددة العوامل (MFA)**

المصادقة متعددة العوامل إلزامية لجميع عمليات الوصول عن بعد إلى أنظمة [اسم المنظمة]، ولجميع الحسابات المميزة (privileged accounts)، وللوصول إلى أنظمة الإدارة والبنى التحتية الحيوية. طرق المصادقة المعتمدة تشمل FIDO2، TOTP (كلمة مرور لمرة واحدة تعتمد على الوقت)، وطرق القياسات الحيوية المعتمدة التي تحددها إدارة أمن تكنولوجيا المعلومات.

**9.3 إدارة الوصول المميز (PAM)**

يجب تنفيذ حلول إدارة الوصول المميز (PAM) لجميع الحسابات المميزة، مع ضمان الوصول في الوقت المناسب (JIT)، وتسجيل الجلسات، وتطبيق مبدأ الحد الأدنى من الامتيازات بشكل صارم. يجب إنشاء حسابات إدارية منفصلة عن حسابات المستخدمين العادية، وتخضع لمراجعة ربع سنوية للامتيازات.

**9.4 تخزين ونقل كلمات المرور**

يجب تخزين كلمات المرور بطريقة مجزأة (hashed) باستخدام خوارزميات قوية ومعترف بها في الصناعة مثل Argon2 أو bcrypt أو scrypt، مع استخدام الملح (salt) لزيادة الأمان. يجب أن يتم نقل كلمات المرور عبر بروتوكولات آمنة ومشفرة، مثل TLS 1.2 أو أحدث. يمنع منعًا باتًا تخزين كلمات المرور بنص واضح أو بأي تنسيق يمكن فك تشفيره بسهولة.

**9.5 مراجعة السياسة**

تتم مراجعة هذه السياسة بشكل ربع سنوي بواسطة مدير أمن المعلومات (CISO) لتقييم فعاليتها، وتحديد التهديدات الناشئة، وتحديثها لتتوافق مع التغييرات التنظيمية أو التقنية أو أفضل الممارسات الأمنية.

**9.6 الأدوار والمسؤوليات**

*   **مدير أمن المعلومات (CISO):** مسؤول عن الإشراف العام على هذه السياسة، وضمان الامتثال لها، وتقييم فعاليتها.
*   **أمن تكنولوجيا المعلومات:** مسؤول عن تنفيذ السياسة، وإدارة الأنظمة التي تفرض متطلبات كلمات المرور والمصادقة، ومراقبة الامتثال.
*   **الموارد البشرية:** مسؤول عن دمج متطلبات السياسة في برامج التوعية والتدريب للموظفين الجدد والحاليين.
*   **جميع الموظفين:** مسؤولون عن فهم والالتزام بجميع متطلبات هذه السياسة والإبلاغ عن أي انتهاكات محتملة.",compliant,1.0,0,password_policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pp_clean_ar_10_20260307131053,ar,"**10.0 سياسة كلمات المرور**

**10.1 متطلبات كلمات المرور**

**10.1.1 تعقيد كلمة المرور:**
يجب أن تفي جميع كلمات المرور بالحد الأدنى من المتطلبات التالية:
*   الحد الأدنى 12 حرفًا.
*   احتواء 3 أنواع على الأقل من 4 أنواع للأحرف: أحرف كبيرة (A-Z)، أحرف صغيرة (a-z)، أرقام (0-9)، أحرف خاصة (!@#$%^&*).
*   لا يجوز أن تحتوي على معلومات شخصية معروفة أو كلمات قاموسية شائعة.

**10.1.2 انتهاء صلاحية كلمة المرور وإ",compliant,1.0,0,password_policy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ra_clean_en_3_20260307131120,en,"**3.0 Risk Management**

3.1 **Risk Assessment Methodology**
Acme Defense Systems, Inc. (ADSI) employs a formal, documented, and approved Risk Management Framework (RMF), which serves as the authoritative methodology for identifying, analyzing, evaluating, and treating information security risks. This RMF has been formally approved by the Executive Leadership Team and integrates both qualitative and quantitative risk analysis techniques to provide a comprehensive view of organizational risk.

3.2 **Risk Identification and Analysis**
All risk assessments shall commence with documented procedures for identifying and valuing ADSI's critical assets (e.g., Controlled Unclassified Information, systems, intellectual property, personnel, facilities). This is followed by a rigorous identification of potential threats (e.g., Advanced Persistent Threats, insider threats, environmental hazards) and a thorough cataloging of system and process vulnerabilities. Likelihood and Impact are assessed using a defined 5-point scale (1: Very Low, 2: Low, 3: Moderate, 4: High, 5: Very High). A risk matrix, detailed within the RMF, correlates combined likelihood and impact scores to derive an overall risk level (e.g., Low, Moderate, High, Critical).

3.3 **Risk Treatment and Register**
Identified risks will be subjected to one of four treatment options: Accept, Mitigate, Transfer, or Avoid. The criteria for selecting appropriate treatment options are explicitly defined within the RMF. All chosen treatment strategies require documented plans, including assigned responsibilities, required resources, and target completion dates. A central Risk Register must be maintained for all identified risks, encompassing a unique Risk ID, detailed description, assigned risk owner, assessed likelihood, impact, combined risk score, selected treatment, current status, and next scheduled review date.

3.4 **Mandatory Risk Assessment Triggers and Review**
Mandatory risk assessments are required at key organizational junctures: during the early-stage planning of new technology projects, prior to implementing any major infrastructure changes, throughout third-party vendor onboarding processes and contract renewals, and before the release of any new products or services. The Risk Register and associated assessments must be formally reviewed at least annually by the Information Security Steering Committee (ISSC). Furthermore, reviews are triggered by significant changes in regulatory requirements or shifts in the threat landscape. Risk assessment outcomes are integrated into the Project Management Lifecycle (Initiation, Planning, Go-Live gates) and directly inform Business Continuity Management (BCM) plan updates.",non_compliant,0.51,8,risk_assessment,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
ra_clean_en_4_20260307131147,en,"**4.0 Information Risk Management**

**4.1 Risk Assessment Methodology**
SecureHealth employs a formal and documented risk assessment methodology, approved by the Executive Leadership Team, to systematically identify, analyze, and evaluate information security risks. This methodology, based on industry best practices and regulatory requirements, incorporates both qualitative and quantitative approaches to provide a comprehensive understanding of potential threats and their impact on organizational assets.

**4.2 Risk Identification and Analysis**
Risk assessments follow documented procedures for identifying and valuing critical information assets, services, and processes. This includes comprehensive identification of relevant threats (e.g., cyber-attacks, natural disasters, human error) and thorough assessment of system, process, and human vulnerabilities. The likelihood of a risk event occurring is assessed using a defined 5-point scale (Very Low, Low, Moderate, High, Very High), and the potential impact is similarly assessed using a 5-point scale (Negligible, Minor, Moderate, Major, Critical). A predefined risk matrix maps combined likelihood and impact scores to overall risk levels (Low, Moderate, High, Critical).

**4.3 Risk Treatment**
Following risk analysis, appropriate risk treatment options are determined based on organizational risk appetite, cost-benefit analysis, and regulatory obligations. The four available treatment options are: Accept, Mitigate, Transfer, or Avoid. All selected treatment plans, including timelines and assigned responsibilities, are formally documented.

**4.4 Mandatory Assessment Triggers**
Mandatory risk assessments shall be conducted for: early-stage technology projects, prior to major infrastructure changes, during third-party service planning, and before new service releases.

**4.5 Risk Register and Reporting**
All identified risks, along with their assessments and treatment plans, are recorded in a central Risk Register. Each entry includes a unique Risk ID, detailed description, assigned risk owner, assessed likelihood, impact, overall score, chosen treatment option, current status, and scheduled review date. The Risk Register is regularly reviewed by relevant stakeholders and reported to the Information Security Steering Committee.

**4.6 Review and Integration**
Risk assessments shall be reviewed a minimum of annually by the Information Security Steering Committee, and additionally triggered by significant regulatory changes, major incidents, or material changes to SecureHealth’s IT environment or business operations. Risk assessment activities are integrated into project management gates (Initiation, Planning, Go-Live) and are closely aligned with Business Continuity Management (BCM) processes to ensure comprehensive organizational resilience.",non_compliant,0.51,8,risk_assessment,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
ra_clean_en_5_20260307131214,en,"## 4.0 Information Security Risk Assessment Policy

### 4.1 Risk Assessment Methodology

Our company employs a formal, documented Information Security Risk Assessment Methodology, approved by the Executive Leadership Team. This methodology incorporates both qualitative and quantitative approaches to effectively evaluate potential threats and vulnerabilities to our information assets. It includes documented procedures for the systematic identification and valuation of critical assets, comprehensive identification of potential threats (e.g., cyberattacks, natural disasters, human error), and thorough identification of system vulnerabilities. Risk levels are determined by mapping combined scores from defined 5-point likelihood and 5-point impact scales against a standardized risk matrix, yielding Low, Medium, High, or Critical risk designations.

### 4.2 Risk Treatment

Following assessment, identified risks will be assigned one of four treatment options: Accept, Mitigate, Transfer, or Avoid. The selection of a treatment option is based on established criteria, including cost-benefit analysis, regulatory requirements, and strategic objectives. All chosen risk treatments require documented plans detailing specific actions, assigned responsibilities, required resources, and target completion dates.

### 4.3 Mandatory Risk Assessment Triggers

Risk assessments are mandatory and must be conducted in the following scenarios:
*   During the early-stage planning of all new technology projects or significant system enhancements.
*   Prior to any major infrastructure changes, including network reconfigurations or cloud migrations.
*   During the planning and onboarding phases for new third-party vendors or services.
*   Before the official release of new company services, products, or applications to customers.

### 4.4 Risk Register

All identified risks, regardless of their assessed level, must be documented in the central Risk Register. Each entry in the register shall include a unique Risk ID, a detailed description of the risk, the assigned risk owner, assessed likelihood, assessed impact, calculated risk score, the chosen treatment option, the current status of the treatment plan, and the next scheduled review date.

### 4.5 Review and Integration

Risk assessments shall undergo a minimum annual review, led by the Information Security Manager, to ensure their continued relevance and effectiveness. Reviews will also be immediately triggered by significant changes in the regulatory landscape, business operations, or security posture. Information security risk assessment is formally integrated into all critical project management gates, specifically during project initiation, detailed planning, and pre-go-live phases, and is a core component of our Business Continuity Management planning.",compliant,1.0,0,risk_assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ra_clean_en_6_20260307131240,en,"**2.0 Information Risk Assessment**

**2.1 Methodology and Procedures**
[Organization Name] maintains a formal, documented, and senior management-approved risk assessment methodology. This methodology incorporates both qualitative and quantitative approaches to systematically evaluate information security risks. Detailed procedures define the identification and valuation of all information assets, the systematic identification of relevant internal and external threats, and the comprehensive assessment of system and process vulnerabilities across the organization's technology landscape.

**2.2 Risk Analysis and Scales**
For each identified risk, likelihood and impact are assessed using a defined 5-point ordinal scale, where 1 represents ""Very Low"" and 5 represents ""Very High."" A standardized risk matrix maps combined likelihood and impact scores to determine overall risk levels, categorizing them as Low, Moderate, High, or Critical, which guides subsequent treatment decisions.

**2.3 Risk Treatment**
Following assessment, identified risks will be subjected to one of four mandated treatment options: Accept, Mitigate, Transfer, or Avoid. Selection criteria for each option are formally documented to ensure consistent decision-making. All chosen risk treatments require the development and documentation of a comprehensive treatment plan, detailing actions, responsibilities, and timelines for implementation and validation.

**2.4 Assessment Triggers and Review**
Mandatory risk assessments are triggered by specific events: during the early stages of new technology projects, prior to any major infrastructure changes, as an integral part of third-party vendor onboarding and ongoing management, and before the release of new services or applications. The central Risk Register, which must include a unique Risk ID, detailed description, designated Risk Owner, assessed likelihood, impact, calculated score, chosen treatment option, current status, and scheduled review date, shall be reviewed at least annually. Additional reviews are triggered immediately by significant changes in regulatory requirements or organizational scope. The Information Security Steering Committee holds the authority for authorizing and overseeing these reviews.

**2.5 Integration**
Risk assessment is seamlessly integrated into the organization's Project Management Framework, mandated at key project gates including initiation, planning, and pre-go-live phases. Furthermore, identified risks and their potential impacts are consistently cross-referenced and integrated into Business Continuity Management (BCM) planning to ensure holistic organizational resilience and preparedness.",non_compliant,0.51,8,risk_assessment,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
